time[s],ax[m/s^2],ay[m/s^2],az[m/s^2],awx[m/s^2],awy[m/s^2],awz[m/s^2],ar[rad],br[rad],gr[rad]
11.42,-7.6933,-2.13882,0.00877,7.86237,-1.38614,0.15197,2.69568,0.00934,0.02121
11.441,-7.6518,-2.04877,-0.00629,7.91375,-0.32476,0.12103,2.83872,0.01231,0.01994
11.462,-7.69841,-2.07097,0.02682,7.95275,0.53754,0.14103,2.94596,0.01439,0.01871
11.483,-7.66876,-2.0721,-0.04326,7.54439,2.48722,0.03381,3.19602,0.01867,0.0151
11.504,-7.66998,-2.12409,0.03144,7.22722,3.33174,0.09014,3.30308,0.02019,0.01325
11.525,-7.61877,-2.06852,-0.06159,6.65017,4.25473,-0.02641,3.44566,0.02191,0.01056
11.546,-7.60591,-2.09003,-0.04464,5.57543,5.57965,-0.0472,3.65927,0.02373,0.00618
11.567,-7.5961,-2.11953,-0.02127,4.70274,6.3305,-0.04961,3.80143,0.02441,0.00308
11.588,-7.57336,-2.12289,0.03964,3.98406,6.78168,-0.00726,3.90788,0.02463,0.00071
11.609,-7.56581,-2.0966,-0.0449,3.25911,7.14182,-0.10915,4.01419,0.0246,-0.00168
11.629,-7.56847,-2.06779,0.04218,2.24324,7.51832,-0.04425,4.15579,0.02417,-0.00482
11.65,-7.59076,-1.96962,0.03168,0.70964,7.80957,-0.08416,4.36806,0.02267,-0.00938
11.671,-7.60118,-1.93364,0.01085,-0.36171,7.83397,-0.1226,4.50968,0.02114,-0.01218
11.692,-7.59687,-2.01261,-0.03662,-1.2689,7.75374,-0.18361,4.61598,0.01974,-0.01412
11.712,-7.6232,-1.96405,0.01019,-2.03724,7.60256,-0.14659,4.72231,0.01815,-0.01589
11.733,-7.5945,-1.99754,-0.03002,-3.8669,6.83177,-0.20371,4.97051,0.01377,-0.01925
11.755,-7.61965,-2.0101,-0.03966,-4.59078,6.40144,-0.21788,5.07682,0.01164,-0.02032
11.776,-7.60128,-2.02991,-0.00382,-5.45834,5.66328,-0.18397,5.21853,0.00871,-0.02138
11.796,-7.62157,-1.93262,0.01617,-5.96091,5.12489,-0.16308,5.3248,0.00643,-0.02189
11.816,-7.65896,-1.87137,-0.00656,-7.02576,3.57332,-0.17815,5.573,0.00093,-0.02218
11.837,-7.67968,-1.88463,-0.00108,-7.39085,2.80659,-0.16653,5.67953,-0.00142,-0.0219
11.858,-7.70217,-1.91984,0.01651,-7.75053,1.70875,-0.13773,5.82179,-0.00452,-0.02115
11.879,-7.6979,-1.84811,-0.04489,-7.85881,0.93735,-0.18872,5.92862,-0.00674,-0.0203
11.9,-7.75095,-1.89953,0.00797,-7.90624,-1.07972,-0.10564,6.17838,-0.01143,-0.01746
11.92,-7.74499,-1.93127,0.00703,-7.73942,-1.95137,-0.09063,0.00242,-0.01321,-0.01591
11.942,-7.74685,-1.97117,0.0236,-7.48398,-2.80831,-0.05677,0.10968,-0.0148,-0.01414
11.962,-7.72967,-2.01451,-0.03376,-6.97925,-3.88449,-0.08919,0.25269,-0.01662,-0.01151
11.984,-7.67134,-2.02202,-0.05506,-5.93853,-5.26019,-0.07289,0.46695,-0.01862,-0.00724
12.005,-7.64118,-2.08254,-0.03322,-5.0723,-6.08251,-0.02484,0.60952,-0.01945,-0.00421
12.025,-7.6044,-2.06048,-0.03473,-4.38233,-6.54743,-0.00822,0.71628,-0.01978,-0.00187
12.046,-7.59121,-2.04578,-0.01932,-3.66311,-6.95651,0.02477,0.82289,-0.01983,0.00046
12.066,-7.46542,-2.25057,0.00569,-1.60595,-7.62954,0.09243,1.07069,-0.01906,0.00588
12.087,-7.26652,-2.46446,0.02128,-0.25478,-7.66776,0.12956,1.21082,-0.01806,0.00878
12.108,-7.03857,-2.59355,-0.01611,0.72537,-7.46533,0.10414,1.31478,-0.01703,0.01081
12.129,-6.87504,-2.63741,-0.00112,1.55533,-7.19629,0.12804,1.41753,-0.01586,0.0127
12.15,-6.33878,-2.71706,-0.00928,3.22051,-6.09707,0.12909,1.65195,-0.01244,0.0165
12.171,-6.17397,-2.72405,-0.0091,3.77906,-5.58929,0.13026,1.74991,-0.01078,0.01782
12.192,-5.89555,-2.67857,-0.02162,4.33556,-4.80858,0.11479,1.87813,-0.0084,0.01932
12.212,-5.6432,-2.60265,-0.00003,4.60072,-4.17561,0.1311,1.9725,-0.00653,0.02023
12.233,-5.24334,-2.51155,0.00635,5.07804,-2.82818,0.12462,2.18667,-0.00203,0.02159
12.253,-4.9966,-2.40833,-0.01172,5.07186,-2.24342,0.0976,2.27593,-0.00004,0.02186
12.274,-4.90471,-2.36482,-0.00899,5.15314,-1.75639,0.09411,2.36372,0.0019,0.02194
12.294,-4.65843,-2.30404,-0.03154,5.0894,-1.0512,0.05969,2.47851,0.00445,0.02178
12.315,-4.35438,-2.19283,-0.01308,4.87295,-0.14135,0.06071,2.64591,0.00809,0.02102
12.336,-4.14447,-2.12746,-0.00331,4.6405,0.40635,0.05832,2.75447,0.01037,0.02019
12.356,-3.95737,-2.03868,-0.00702,4.38825,0.74714,0.04541,2.83433,0.01201,0.01944
12.377,-3.7927,-1.97004,-0.00233,4.11133,1.16664,0.03951,2.9388,0.01401,0.01831
12.398,-3.50944,-1.89195,-0.02486,3.60022,1.71308,0.00077,3.09121,0.01672,0.01632
12.419,-3.37035,-1.8265,-0.01001,3.27777,1.98787,0.00636,3.19,0.01828,0.01477
12.44,-3.30692,-1.79963,-0.00789,3.06508,2.18625,0.00209,3.26268,0.01934,0.01354
12.461,-3.13586,-1.75323,0.01159,2.74194,2.32144,0.01449,3.33413,0.0203,0.01228
12.481,-2.95976,-1.62307,0.01283,2.21107,2.55067,0.00409,3.49643,0.02209,0.00916
12.502,-2.78497,-1.58718,0.00776,1.8888,2.58991,-0.00662,3.56418,0.0227,0.00778
12.523,-2.70306,-1.50503,-0.00927,1.62109,2.63497,-0.02838,3.65289,0.02336,0.00594
12.544,-2.6466,-1.47706,-0.00313,1.41344,2.68099,-0.02618,3.71823,0.02371,0.00452
12.564,-2.41549,-1.40248,0.02398,0.87698,2.65197,-0.00693,3.86689,0.02421,0.00126
12.584,-2.3838,-1.36335,-0.02525,0.71696,2.65036,-0.05859,3.929,0.02426,-0.00011
12.605,-2.30292,-1.33908,0.03132,0.46447,2.62331,-0.0055,4.01039,0.02421,-0.00191
12.627,-2.19002,-1.28239,-0.00144,0.2848,2.52152,-0.0394,4.07037,0.02409,-0.00323
12.648,-2.02343,-1.24596,0.03088,-0.11003,2.3739,-0.01088,4.20677,0.02349,-0.00617
12.668,-1.9385,-1.20183,-0.00174,-0.24143,2.2676,-0.04391,4.26372,0.02316,-0.0074
12.688,-1.89416,-1.2069,0.01516,-0.38996,2.21175,-0.02846,4.31975,0.0227,-0.00857
12.71,-1.76662,-1.22721,0.01469,-0.61005,2.06256,-0.03005,4.39298,0.02202,-0.01003
12.731,-1.62351,-1.1943,0.01902,-0.82412,1.83921,-0.02556,4.49955,0.02088,-0.0121
12.751,-1.59182,-1.20912,-0.03113,-0.96688,1.74817,-0.0766,4.56833,0.02003,-0.01337
12.772,-1.46943,-1.18149,-0.0078,-1.03814,1.57315,-0.05155,4.61873,0.01933,-0.01424
12.793,-1.43275,-1.20664,-0.009,-1.14122,1.48447,-0.05309,4.66807,0.01863,-0.01509
12.814,-1.1879,-1.13423,-0.00634,-1.21019,1.1095,-0.04546,4.77903,0.0169,-0.01679
12.834,-1.20001,-1.09044,-0.03075,-1.2172,1.06942,-0.06925,4.82487,0.01612,-0.01745
12.855,-1.10146,-1.07208,0.00904,-1.24454,0.90168,-0.02725,4.88445,0.0151,-0.01825
12.875,-1.05022,-0.99739,-0.0028,-1.19853,0.81236,-0.03681,4.92801,0.0143,-0.01881
12.896,-0.98529,-1.02293,-0.01255,-1.23998,0.69119,-0.04535,4.97056,0.01349,-0.0193
12.917,-0.88841,-0.91588,-0.02679,-1.16621,0.51547,-0.05549,5.06629,0.01165,-0.0203
12.937,-0.81817,-0.86807,-0.00721,-1.12042,0.40809,-0.0334,5.11889,0.01061,-0.02076
12.957,-0.83432,-0.82635,0.0037,-1.1048,0.39737,-0.02199,5.15736,0.00982,-0.02107
12.978,-0.74011,-0.8072,-0.01921,-1.05793,0.28057,-0.04229,5.19505,0.00904,-0.02133
12.999,-0.67353,-0.77015,-0.00309,-1.01123,0.15384,-0.02339,5.27991,0.00726,-0.02185
13.02,-0.64832,-0.72471,-0.01971,-0.96399,0.123,-0.0387,5.31501,0.0065,-0.02203
13.04,-0.6219,-0.69803,-0.02422,-0.93134,0.07382,-0.04187,5.36069,0.00552,-0.02219
13.061,-0.60959,-0.69795,-0.00523,-0.92583,0.03341,-0.02217,5.3941,0.0048,-0.02229
13.082,-0.48588,-0.67448,0.01014,-0.82404,-0.10985,-0.00287,5.46929,0.00315,-0.02242
13.104,-0.50506,-0.69227,-0.02189,-0.8458,-0.1349,-0.03493,5.50032,0.00248,-0.02243
13.124,-0.42231,-0.65788,-0.01054,-0.75766,-0.19174,-0.0212,5.53058,0.00182,-0.02242
13.145,-0.39165,-0.6692,0.00485,-0.73408,-0.24969,-0.00455,5.56977,0.00096,-0.02238
13.166,-0.31441,-0.64745,0.00272,-0.64144,-0.32648,-0.00397,5.63524,-0.00046,-0.02223
13.187,-0.31131,-0.63112,-0.0124,-0.62016,-0.33231,-0.01863,5.66208,-0.00106,-0.02215
13.208,-0.26908,-0.62546,-0.00763,-0.57324,-0.3673,-0.01254,5.68818,-0.00163,-0.02204
13.229,-0.24188,-0.58277,-0.02142,-0.51456,-0.36492,-0.02533,5.72187,-0.00236,-0.02189
13.25,-0.20524,-0.58681,-0.00334,-0.46678,-0.41057,-0.00578,5.77007,-0.00339,-0.02163
13.271,-0.14826,-0.59103,-0.0014,-0.40558,-0.45476,-0.00221,5.80056,-0.00402,-0.02147
13.292,-0.13998,-0.57851,0.00891,-0.38266,-0.4559,0.0085,5.82258,-0.00445,-0.02134
13.312,-0.13558,-0.5573,-0.02117,-0.35935,-0.44702,-0.02131,5.84386,-0.00489,-0.0212
13.333,-0.10017,-0.50214,-0.0007,-0.28447,-0.42575,0.00017,5.89096,-0.00588,-0.0208
13.354,-0.06522,-0.49328,-0.007,-0.2404,-0.43566,-0.00525,5.91008,-0.00626,-0.02063
13.375,-0.03422,-0.48831,-0.00133,-0.19892,-0.44727,0.00127,5.9346,-0.00674,-0.02041
13.396,-0.03547,-0.46702,-0.01271,-0.18507,-0.43032,-0.01012,5.95225,-0.00706,-0.02025
13.417,-0.02096,-0.40612,0.00105,-0.13697,-0.38288,0.00381,5.99124,-0.00783,-0.0199
13.437,-0.00025,-0.42324,0.00313,-0.11568,-0.40708,0.00657,6.00704,-0.00813,-0.01974
13.458,-0.00266,-0.41579,-0.01394,-0.10959,-0.4012,-0.01049,6.02227,-0.00841,-0.01957
13.479,0.02153,-0.42596,-0.00093,-0.08094,-0.41874,0.00322,6.04172,-0.00876,-0.01937
13.5,0.04478,-0.40286,-0.02144,-0.03977,-0.40361,-0.0168,6.07333,-0.00938,-0.01901
13.521,0.06204,-0.41459,-0.00917,-0.02026,-0.41879,-0.00401,6.08594,-0.00962,-0.01887
13.542,0.04958,-0.37264,-0.00619,-0.01978,-0.37545,-0.0016,6.098,-0.00982,-0.01873
13.562,0.06356,-0.36111,0.00009,0.00156,-0.36662,0.00491,6.11323,-0.01008,-0.01854
13.583,0.0954,-0.35174,-0.0074,0.04231,-0.36206,-0.00198,6.13437,-0.01047,-0.01826
13.604,0.09423,-0.36267,0.01204,0.04402,-0.37189,0.01761,6.14729,-0.01069,-0.01807
13.625,0.09728,-0.34599,-0.01834,0.05305,-0.35571,-0.01284,6.15642,-0.01085,-0.01796
13.646,0.09747,-0.35152,-0.00039,0.05534,-0.36052,0.00522,6.16502,-0.01101,-0.01783
13.667,0.12232,-0.35343,-0.00803,0.08653,-0.36393,-0.00187,6.18317,-0.01134,-0.01759
13.688,0.13343,-0.31813,-0.01761,0.10355,-0.32934,-0.01163,6.19011,-0.01146,-0.01748
13.709,0.13927,-0.34643,-0.0037,0.10955,-0.35695,0.00274,6.1986,-0.01159,-0.01737
13.729,0.11844,-0.32598,-0.00265,0.09243,-0.33428,0.00321,6.20436,-0.01168,-0.01731
13.75,0.1463,-0.33859,-0.00744,0.12332,-0.34769,-0.0009,6.21593,-0.01189,-0.01717
13.771,0.14269,-0.3159,-0.02211,0.12283,-0.32451,-0.01589,6.22007,-0.01195,-0.01711
13.792,0.13799,-0.31356,-0.00999,0.11963,-0.32115,-0.00386,6.22487,-0.01203,-0.01704
13.812,0.16585,-0.3616,-0.00386,0.14565,-0.37021,0.00333,6.22787,-0.01208,-0.01698
13.833,0.18133,-0.44541,-0.01179,0.15869,-0.45411,-0.00331,6.23248,-0.01215,-0.01691
13.854,0.20225,-0.45914,-0.00715,0.17921,-0.46866,0.00186,6.23331,-0.01217,-0.0169
13.876,0.18663,-0.46589,-0.01762,0.16351,-0.47475,-0.0088,6.23348,-0.01217,-0.01691
13.896,0.18816,-0.4192,-0.00536,0.16681,-0.42817,0.00292,6.23264,-0.01214,-0.01692
13.917,0.1595,-0.37801,-0.0094,0.13906,-0.38611,-0.00213,6.22934,-0.01205,-0.01699
13.938,0.15288,-0.33788,0.00706,0.13316,-0.34593,0.0137,6.22593,-0.01195,-0.01704
13.959,0.1415,-0.26814,-0.03634,0.12565,-0.2766,-0.03073,6.22284,-0.01189,-0.01707
13.979,0.09615,-0.24159,-0.00476,0.08061,-0.24726,-0.00026,6.21935,-0.01182,-0.01713
14,0.069,-0.1154,-0.00042,0.0604,-0.12011,0.00212,6.21018,-0.01162,-0.01729
14.021,0.06677,-0.07227,-0.01403,0.06122,-0.07737,-0.01203,6.20594,-0.01155,-0.01736
14.041,0.04758,-0.03746,-0.01567,0.04456,-0.04146,-0.01441,6.20021,-0.01144,-0.01746
14.062,0.06328,0.02806,-0.02315,0.06586,0.02215,-0.02235,6.19589,-0.01138,-0.01752
14.083,0.03077,0.10303,0.00184,0.04057,0.09959,0.00124,6.1861,-0.01115,-0.01768
14.104,0.00728,0.14874,-0.01327,0.02246,0.14707,-0.01479,6.18217,-0.01108,-0.01772
14.125,0.00482,0.17878,-0.02793,0.02415,0.1769,-0.0298,6.17727,-0.01097,-0.01781
14.146,0.01024,0.20316,-0.00698,0.03245,0.20073,-0.00901,6.1739,-0.0109,-0.01786
14.167,0.01156,0.1935,-0.02284,0.03427,0.19055,-0.02471,6.16707,-0.01076,-0.01796
14.188,0.01533,0.18985,-0.0194,0.038,0.18645,-0.02115,6.1646,-0.01071,-0.018
14.209,0.00972,0.19734,-0.01805,0.03372,0.19449,-0.01998,6.16242,-0.01066,-0.01802
14.23,0.01386,0.20742,-0.0209,0.03991,0.2038,-0.02284,6.15837,-0.01058,-0.01806
14.251,0.02385,0.20286,-0.00579,0.04926,0.19817,-0.00749,6.15708,-0.01052,-0.01808
14.272,0.01349,0.18805,-0.01731,0.03755,0.18458,-0.01904,6.15578,-0.01049,-0.01808
14.293,0.01755,0.18741,-0.03153,0.04186,0.18322,-0.03317,6.1551,-0.01049,-0.01808
14.314,0.01587,0.1876,-0.00713,0.03991,0.18391,-0.00881,6.15461,-0.01048,-0.01811
14.335,0.02726,0.16598,-0.00639,0.04839,0.16104,-0.00763,6.15479,-0.01046,-0.01811
14.355,0.03138,0.16363,-0.01522,0.05222,0.1581,-0.01635,6.15543,-0.01044,-0.0181
14.376,0.03378,0.13928,-0.01417,0.05138,0.1337,-0.01501,6.15613,-0.01045,-0.0181
14.397,0.05349,0.10186,-0.01944,0.06606,0.09418,-0.01949,6.15847,-0.0101,-0.01812
14.418,0.04793,0.06824,-0.01495,0.05621,0.06164,-0.01476,6.15969,-0.01002,-0.01814
14.438,0.04164,0.05748,-0.00942,0.04848,0.05186,-0.00924,6.16101,-0.01003,-0.01812
14.459,0.06451,0.02936,-0.00897,0.06771,0.02131,-0.0081,6.16285,-0.01003,-0.01811
14.479,0.04491,0.01165,-0.00344,0.04603,0.0062,-0.00274,6.16424,-0.01005,-0.0181
14.5,0.08029,-0.02861,-0.01525,0.0767,-0.03786,-0.01351,6.16748,-0.01013,-0.01809
14.52,0.07466,-0.04963,-0.01196,0.0687,-0.05796,-0.0101,6.16877,-0.01017,-0.01808
14.542,0.0671,-0.03846,-0.01375,0.06256,-0.04592,-0.01214,6.17039,-0.01021,-0.01809
14.562,0.0733,-0.03487,-0.02168,0.06931,-0.04306,-0.01999,6.17154,-0.01022,-0.01807
14.583,0.08061,-0.03046,-0.0124,0.07701,-0.0392,-0.01063,6.17395,-0.01026,-0.01804
14.603,0.0666,-0.02335,-0.00747,0.06381,-0.03048,-0.00602,6.17488,-0.01025,-0.01804
14.625,0.08641,-0.02528,-0.01151,0.0834,-0.0345,-0.00969,6.17604,-0.01027,-0.01801
14.646,0.06505,-0.031,-0.00657,0.0615,-0.0378,-0.00508,6.17681,-0.0103,-0.018
14.667,0.07998,-0.03419,-0.00477,0.07603,-0.04241,-0.00298,6.17835,-0.01032,-0.01798
14.687,0.0857,-0.03528,-0.0151,0.0818,-0.04417,-0.01319,6.1789,-0.01035,-0.01798
14.708,0.07125,-0.04036,-0.02558,0.0671,-0.04782,-0.02388,6.17941,-0.01033,-0.01796
14.729,0.08134,-0.03368,-0.00262,0.07747,-0.0419,-0.00078,6.17997,-0.01051,-0.01821
14.75,0.06928,-0.0232,-0.02055,0.0669,-0.03041,-0.01898,6.1807,-0.01089,-0.01894
14.77,0.06128,-0.02733,0.00589,0.05805,-0.03335,0.00738,6.1809,-0.0111,-0.01939
14.79,0.07745,-0.04108,-0.01636,0.07315,-0.04895,-0.01438,6.18104,-0.01119,-0.01957
14.811,0.04624,-0.02919,-0.01433,0.04329,-0.03393,-0.01308,6.18114,-0.01134,-0.01993
14.832,0.04405,-0.01974,0.00897,0.04163,-0.02399,0.0101,6.18111,-0.01151,-0.0204
14.854,0.06565,-0.00964,-0.00877,0.06448,-0.01639,-0.0073,6.18098,-0.01162,-0.02064
14.875,0.03,-0.00918,-0.0093,0.02908,-0.01231,-0.00856,6.18085,-0.01174,-0.02093
14.896,0.04903,-0.00628,0.00454,0.04803,-0.0112,0.00566,6.18037,-0.01187,-0.02122
14.917,0.04386,0.00998,-0.0168,0.04498,0.00519,-0.01598,6.18012,-0.01194,-0.02142
14.937,0.04218,0.00292,-0.01169,0.04249,-0.0016,-0.01081,6.17984,-0.01196,-0.02153
14.958,-0.00375,0.01766,-0.00538,-0.00179,0.01787,-0.00567,6.17948,-0.01201,-0.02164
14.979,0.0346,0.02517,-0.00324,0.03709,0.02141,-0.00279,6.17918,-0.01204,-0.0218
15,0.01339,0.03335,-0.01069,0.01702,0.03161,-0.01079,6.17849,-0.01202,-0.02198
15.021,0.00651,0.02482,-0.00544,0.00919,0.02392,-0.00559,6.17822,-0.01201,-0.02206
15.041,0.02955,0.02755,-0.01742,0.03264,0.02406,-0.01709,6.17789,-0.0119,-0.02206
15.062,0.01746,0.02724,-0.00618,0.02036,0.02517,-0.00612,6.17767,-0.01187,-0.02213
15.082,0.01354,0.0373,-0.01021,0.01762,0.03552,-0.01034,6.17726,-0.01171,-0.0223
15.103,0.01561,0.04827,-0.00871,0.02081,0.04623,-0.00893,6.17715,-0.01168,-0.02231
15.124,0.01202,0.03759,-0.00526,0.01604,0.03603,-0.00543,6.17708,-0.0116,-0.02238
15.146,0.01835,0.04799,0.00371,0.02325,0.04583,0.00357,6.17704,-0.01147,-0.02244
15.166,0.00223,0.0208,-0.00213,0.00446,0.02041,-0.00231,6.17709,-0.01131,-0.02251
15.187,0.0104,0.03579,-0.00273,0.01418,0.03445,-0.00289,6.17717,-0.01125,-0.02253
15.208,0.03319,0.02634,-0.00482,0.03588,0.02263,-0.00436,6.1773,-0.01115,-0.02259
15.229,0.00828,0.01104,-0.00871,0.00958,0.00999,-0.00864,6.17741,-0.01103,-0.02264
15.25,0.00702,0.00307,-0.00721,0.00746,0.00222,-0.00708,6.17776,-0.0109,-0.02272
15.271,0.02803,0.00793,-0.01201,0.02896,0.00479,-0.01146,6.1779,-0.0108,-0.02272
15.292,0.02515,0.01766,-0.02382,0.02737,0.01462,-0.02343,6.17811,-0.01077,-0.02277
15.312,0.02878,-0.00046,-0.0117,0.02882,-0.00362,-0.01104,6.17827,-0.01077,-0.02278
15.333,0.02968,-0.008,-0.01498,0.029,-0.01125,-0.01421,6.1786,-0.01078,-0.02284
15.354,-0.03185,0.03431,0.28206,-0.03418,0.04115,0.28087,6.17877,-0.01088,-0.02283
15.375,-0.06324,-0.00293,-0.09487,-0.06114,0.00239,-0.09625,6.17896,-0.01093,-0.02285
15.396,0.04907,-0.00727,-0.09771,0.05015,-0.01361,-0.09647,6.17914,-0.01098,-0.02285
15.417,0.08821,-0.01353,-0.05222,0.08744,-0.02326,-0.05004,6.17939,-0.01095,-0.02284
15.438,-0.0456,0.00179,0.05537,-0.04636,0.00722,0.05429,6.1795,-0.01089,-0.02289
15.459,0.02891,-0.00804,0.02244,0.02743,-0.01069,0.02318,6.17963,-0.01067,-0.02293
